PN;Roteiro;;Cod_Roteiro;Descricao_Roteiro;INSP;Cod_OS;Procedencia;Destino;;OPER;Descricao_OPER;OBS;OPER_INSP;;ME1;ME2;ME3;ME4;ME5;ME6;ME7;ME8;ME9;ME10;ME13;PER1;PER2;PER3;PER4;PER5;MF1;MF2;MF3;MF4;MF5;MF6;MF7;MF8;MF9;MF10;MF11;MF12;MF13;MF14;MF15;MF16;MF17;MF18;MF19;MF20;MF21;MF22;MF23;FP1;FP2;FP3;FP4;FP5;FP6;FP7;FP8;FP9;FP10;FP11;FP12;FP13;FP14;FP15;FP16;FP17;FP18;SCJ1;SCJ2;SCJ3;SCJ4;SCJ5;SCJ6;SCJ7;SCJ8;SCJ9;SCJ10;SCJ11;SCJ12;SCJ13;SCJ14;SCJ15;SCJ16;SCJ17;SCJ18;FB1;EXP1;EXP2;PER100;MF24;MF25;MF26;MF27;ME11;ME12;CD1;CD2;MF28;MF29;FP19;FP20;FP21;FP22;FP23;FP24;FP25;FP26;FP27;FP28;FP29;FP30;FP31;FP32;FP33;FP34;FP35;FP36;FP37;FP38;ME14;ME15;ME16;ME17;ME18;ME19;ME20;ME21;ME22;ME23;ME24;ME25;ME26;ME27;ME28;ME29;ME30;ME31;ME32;ME33;ME34;ME35;ME36;ME37;ME38;ME39;ME40;ME41;EXP3;MFD23;MFD15;MFD21;MFD14;MFD16;MFD34;MFD35;MFD36;MFD4;MFD13;MFD10;MFD12;MFD2;MFD1;MFD8;MFD32;MFD17;MFD37;MFD38;MFD39;MFD40;MFD41;MFD29;MFD42;MFD43;MFD33;MFD44;MFD45;ME43;ME44;ME45;ME46;ME47;ME48;ME49;ME50;ME51;ME52;ME53;ME54;ME55;MFD46;MFD47;MFD48;MFD49;MFD50;MFD51;MFD52;MFD53;MFD54;MFD55;MFD56;MFD57;ME42;MFD58;MFD59;MFD60;MFD61;MFD62;MFD63;MFD64;MFD65;PER9;MFD66;MFD67;MFD68;MFD69;MFD70;MFD72;MFD74;MFD75;MFD77;MFD78;MFD79;MFD80;MFD81;PER10;MFD82;MFD83;MFD84;MFD85;MFD86;PE001;PE012;PE011;PE010;PE021;PE020;MFD87;MFD88;PER6;MFD89;MFD90;MFD91;MFD92;MFD93;FP39;FP40;FP41;FP42;FP43;FP44;PER11;PER12;FP45;FP46;FP47;FP48;FP49;FP50;FP51;FP52;FP53;FP54;FP55;FP56;FP57;FP58;FP59;FP60;FP61;FP62;FP63;MFD94;MFD95;MFD96;MFD97;MFD98;MFD99;MFD100;MFD101;MFD102;MFD103;MFD104;MFD105;MFD106;MFD107;MFD108;MFD109;MFD110;MFD111;MFD112;MFD113;MFD114;MFD115;MFD116;EXP4;MFD117;MFD118;MFD119;MFD120;MFD121;MFD122;MFD123;MFD124;MFD125;MFD126;MFD127;MFD128;MFD129
FDC-00021-801;ME2;;MF6;Infraestrutura BMS e Demais Dispositivos + Rede Team Work;17;2;Planta 4;Planta 4;;21;Teste Montagem Final - P4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;13;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;32;32;32;32;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;533;;;;;;;;;;;;;;;;;
FDPOA-40020-802;ME3;;MF7;Infraestrutura Acess Point e Telefone;18;2;Planta 4;Planta 4;;22;Inspeção da Qualidade Montagem Final - P4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;206;;;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;446;446;446;446;446;446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;
FDC-00432-801;ME6;;MF8;Infraestrutura Controle de Acesso;19;2;Planta 4;Planta 4;;23;Montagem Infraestrutura - P4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206;13;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;443;443;443;443;443;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FDPOA-40060-801;ME7;;MF9;Infraestrutura Sensor de Temperatura de Umidade;20;2;Planta 4;Planta 4;;24;Fabricação de Identificações - P4;DOCUMENTO DE REFERENCIA:IT-ENGMP4-0057 IMPRESSORA DE ANILHAS E IDENTIFICAÇÃO DE CABOS ELESYS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;33;33;33;33;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FDE-00050-801;ME42;;MF10;Infraestrutura Iluminação e Tomadas;21;2;Planta 4;Planta 4;;25;Fabricação de Barramentos - P4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FDE-00200-801;ME42;;MF11;Cabeamento Estruturado (Monit. Disj. UPS);22;2;Planta 4;Planta 4;;26;Montagem de Barramentos - P4;;;;45:00:00.000;03:00:00.000;14:30:00.000;08:00:00.000;02:00:00.000;03:00:00.000;42:00:00.000;119:00:00.000;16:00:00.000;03:00:00.000;06:00:00.000;00:02:00.000;04:00:00.000;00:02:00.000;00:02:00.000;00:02:00.000;32:00:00.000;20:00:00.000;32:00:00.000;68:00:00.000;16:00:00.000;22:00:00.000;06:00:00.000;28:00:00.000;24:00:00.000;18:00:00.000;04:00:00.000;12:00:00.000;16:00:00.000;53:00:00.000;80:00:00.000;30:00:00.000;92:00:00.000;52:00:00.000;40:00:00.000;20:00:00.000;34:00:00.000;34:00:00.000;32:00:00.000;00:03:36.000;00:03:36.000;00:01:48.000;00:03:36.000;00:03:36.000;00:03:36.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:01:48.000;00:22:48.000;00:22:48.000;00:22:48.000;01:30:00.000;01:00:00.000;01:00:00.000;00:22:30.000;00:50:00.000;05:00:00.000;00:22:30.000;00:22:30.000;02:00:00.000;00:22:30.000;00:22:30.000;02:00:00.000;00:22:30.000;00:22:30.000;00:22:30.000;72:00:00.000;00:01:00.000;00:01:00.000;00:01:00.000;;06:00:00.000;00:30:00.000;08:00:00.000;03:00:00.000;16:00:00.000;00:01:00.000;00:01:00.000;00:04:00.000;00:08:00.000;00:03:48.000;00:03:48.000;00:03:48.000;00:03:48.000;00:03:36.000;00:03:36.000;00:03:48.000;00:07:48.000;00:03:36.000;00:01:48.000;00:03:36.000;00:03:36.000;00:03:36.000;00:01:48.000;00:20:00.000;00:10:00.000;00:03:36.000;00:03:36.000;00:01:48.000;00:01:48.000;06:00:00.000;04:00:00.000;04:00:00.000;01:00:00.000;03:00:00.000;04:00:00.000;01:00:00.000;01:00:00.000;01:00:00.000;04:00:00.000;56:00:00.000;10:30:00.000;22:00:00.000;08:00:00.000;11:00:00.000;01:00:00.000;10:30:00.000;01:00:00.000;08:00:00.000;12:00:00.000;19:00:00.000;19:00:00.000;03:00:00.000;08:00:00.000;03:00:00.000;12:00:00.000;05:00:00.000;04:00:00.000;00:05:00.000;04:00:00.000;24:00:00.000;04:00:00.000;16:00:00.000;02:00:00.000;01:30:00.000;08:00:00.000;00:30:00.000;32:00:00.000;08:00:00.000;03:00:00.000;02:00:00.000;08:00:00.000;01:00:00.000;02:00:00.000;08:00:00.000;02:00:00.000;02:00:00.000;04:00:00.000;04:00:00.000;08:00:00.000;06:00:00.000;04:00:00.000;02:00:00.000;08:00:00.000;01:00:00.000;00:30:00.000;08:00:00.000;16:00:00.000;16:00:00.000;32:00:00.000;30:00:00.000;01:30:00.000;00:10:00.000;02:00:00.000;02:00:00.000;02:00:00.000;02:00:00.000;00:15:00.000;01:00:00.000;39:00:00.000;01:00:00.000;08:00:00.000;02:00:00.000;02:00:00.000;02:00:00.000;02:00:00.000;00:30:00.000;06:00:00.000;06:00:00.000;01:00:00.000;01:00:00.000;04:00:00.000;02:00:00.000;00:30:00.000;02:00:00.000;08:00:00.000;04:00:00.000;02:00:00.000;07:00:00.000;02:00:00.000;08:00:00.000;08:00:00.000;02:00:00.000;06:00:00.000;02:00:00.000;02:00:00.000;04:30:00.000;02:00:00.000;08:00:00.000;06:20:00.000;02:00:00.000;04:00:00.000;02:00:00.000;02:00:00.000;02:00:00.000;03:00:00.000;02:00:00.000;02:00:00.000;01:00:00.000;00:30:00.000;02:00:00.000;00:02:00.000;00:02:00.000;00:02:00.000;00:02:00.000;00:02:00.000;00:02:00.000;06:30:00.000;01:00:00.000;00:01:00.000;03:00:00.000;02:00:00.000;02:00:00.000;03:00:00.000;96:00:00.000;00:10:00.001;00:05:00.001;00:03:36.000;00:04:30.000;00:03:36.000;00:04:30.000;00:05:30.000;00:05:00.000;00:05:00.001;00:03:36.000;00:03:36.000;00:03:36.000;00:01:48.000;00:01:48.000;00:03:36.000;00:03:36.000;00:01:48.000;00:01:48.000;00:03:36.000;00:03:36.000;00:03:36.000;00:03:36.000;00:01:48.000;00:04:48.000;00:10:48.000;00:10:00.000;00:04:48.000;04:00:00.000;04:00:00.000;04:00:00.000;36:00:00.000;38:00:00.000;00:10:00.000;02:00:00.000;02:00:00.000;02:00:00.000;06:00:00.000;06:00:00.000;06:00:00.000;16:00:00.000;04:00:00.000;02:00:00.000;16:00:00.000;08:00:00.000;06:00:00.000;03:00:00.000;03:00:00.000;04:00:00.000;96:00:00.000;02:00:00.000;00:01:00.000;08:00:00.000;16:00:00.000;01:00:00.000;08:00:00.000;96:00:00.000;320:00:00.000;04:00:00.000;32:00:00.000;32:00:00.000;48:00:00.000;32:00:00.000;00:10:00.000;16:00:00.000
FDE-00067-801;ME7;;MF12;Comando VDC (Infraestrutura + Cabeamento);23;2;Planta 4;Planta 4;;27;Fabricação de Placas - P4;;;;45:00:00.000;03:00:00.000;14:30:00.000;08:00:00.000;02:00:00.000;03:00:00.000;42:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;08:00:00.000;02:00:00.000;08:00:00.000;08:00:00.000;04:00:00.000;00:30:00.000;04:00:00.000;44:00:00.000;202:00:00.000;20:00:00.000;24:00:00.000;03:00:00.000;40:00:00.000;12:00:00.000;21:00:00.000;00:30:00.000;12:00:00.000;00:30:00.000;00:30:00.000;16:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:01:00.000;00:30:00.000;00:30:00.000;00:22:48.000;00:30:00.000;00:30:00.000;00:01:00.000;00:04:48.000;00:04:48.000;00:04:48.000;00:04:48.000;00:04:48.000;00:22:48.000;00:22:48.000;00:22:48.000;00:04:48.000;00:04:48.000;00:10:48.000;00:22:48.000;00:22:48.000;00:22:48.000;02:00:00.000;00:30:00.000;00:30:00.000;00:22:30.000;00:30:00.000;00:30:00.000;00:10:48.000;00:22:30.000;01:00:00.000;00:22:30.000;00:22:30.000;01:00:00.000;00:22:30.000;00:22:30.000;00:22:30.000;08:00:00.000;;;00:01:00.000;;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;;;00:30:00.000;00:30:00.000;00:22:30.000;00:22:30.000;00:30:00.000;00:30:00.000;00:01:00.000;00:10:00.000;00:22:30.000;00:20:00.000;00:10:00.000;00:04:48.000;02:00:00.000;02:00:00.000;00:01:00.000;00:01:00.000;;;00:10:00.000;00:10:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;03:00:00.000;03:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;04:00:00.000;01:00:00.000;00:30:00.000;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;02:00:00.000;04:00:00.000;00:30:00.000;06:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;08:00:00.000;00:30:00.000;00:30:00.000;03:00:00.000;;16:00:00.000;24:00:00.000;01:00:00.000;00:30:00.000;06:00:00.000;02:00:00.000;36:00:00.000;;00:30:00.000;01:00:00.000;02:00:00.000;02:00:00.000;04:00:00.000;03:00:00.000;02:00:00.000;04:00:00.000;08:00:00.000;08:00:00.000;08:00:00.000;00:30:00.000;00:30:00.000;08:00:00.000;02:00:00.000;00:30:00.000;04:00:00.000;02:00:00.000;;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;02:00:00.000;00:30:00.000;02:00:00.000;;;03:00:00.000;01:00:00.000;00:30:00.000;00:30:00.000;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;02:00:00.000;02:00:00.000;00:30:00.000;00:30:00.000;12:00:00.000;00:30:00.000;01:00:00.000;00:30:00.000;02:00:00.000;08:00:00.000;16:00:00.000;00:30:00.000;00:30:00.000;08:00:00.000;00:30:00.000;01:00:00.000;02:00:00.000;03:00:00.000;03:25:00.000;00:30:00.000;00:30:00.000;04:00:00.000;06:00:00.000;01:00:00.000;24:00:00.000;00:30:00.000;02:00:00.000;00:10:00.000;00:10:00.000;02:00:00.000;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;01:00:00.000;07:00:00.000;00:01:00.000;03:00:00.000;00:30:00.000;06:00:00.000;00:04:48.000;10:00:00.000;;;02:00:00.000;00:01:00.000;02:00:00.000;00:04:48.000;00:10:00.000;00:10:00.000;00:04:48.000;00:10:00.000;00:30:00.000;00:10:00.000;00:30:00.000;00:04:48.000;02:00:00.000;00:06:00.000;00:04:48.000;00:11:00.000;00:10:00.000;00:10:00.000;00:10:00.000;00:10:00.000;00:30:00.000;00:10:48.000;00:05:00.000;00:05:00.000;00:06:48.000;04:00:00.000;04:00:00.000;04:00:00.000;04:00:00.000;80:00:00.000;01:00:00.000;03:00:00.000;03:00:00.000;00:30:00.000;01:00:00.000;01:00:00.000;01:00:00.000;04:00:00.000;01:00:00.000;08:00:00.000;01:00:00.000;01:00:00.000;01:00:00.000;04:00:00.000;10:00:00.000;01:00:00.000;16:00:00.000;00:10:00.000;;04:00:00.000;08:00:00.000;04:00:00.000;08:00:00.000;192:00:00.000;00:10:00.000;04:00:00.000;64:00:00.000;32:00:00.000;16:00:00.000;12:00:00.000;;08:00:00.000
FDH-00250-401;ME1;;MF13;Aterramento;24;2;Planta 4;Planta 4;;28;Montagem de Placas - P4;;;;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;;;;;72:00:00.000;04:00:00.000;04:00:00.000;16:00:00.000;02:00:00.000;00:30:00.000;00:30:00.000;12:00:00.000;48:00:00.000;02:00:00.000;04:00:00.000;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;;;;00:22:48.000;00:04:48.000;00:10:48.000;;00:01:00.000;00:30:00.000;00:22:48.000;00:04:48.000;00:10:48.000;00:22:48.000;00:22:48.000;00:22:48.000;00:30:00.000;00:22:48.000;00:30:00.000;00:30:00.000;00:04:48.000;00:10:48.000;08:00:00.000;;;00:30:00.000;;;00:30:00.000;00:30:00.000;00:30:00.000;00:01:00.000;01:00:00.000;00:30:00.000;00:01:00.000;00:30:00.000;00:15:00.000;;;;00:02:00.000;;00:30:00.000;00:30:00.000;00:30:00.000;;;;;00:30:00.000;00:30:00.000;00:22:30.000;00:22:30.000;00:05:00.000;00:11:00.000;00:10:00.000;00:11:00.000;00:22:30.000;00:01:00.000;00:30:00.000;00:12:00.000;00:30:00.000;00:30:00.000;02:00:00.000;02:00:00.0;;;00:30:00.000;00:30:00.000;00:30:00.000;00:11:00.000;04:00:00.000;01:00:00.000;01:00:00.000;;03:00:00.000;05:00:00.000;;01:00:00.000;;00:30:00.000;00:30:00.000;02:00:00.000;00:30:00.000;;01:00:00.000;01:00:00.000;02:00:00.000;03:00:00.000;;00:30:00.000;;;;10:00:00.000;00:30:00.000;;;00:30:00.000;;00:30:00.000;06:00:00.000;12:00:00.000;00:30:00.000;02:00:00.000;00:30:00.000;02:00:00.000;;06:00:00.000;04:00:00.000;08:00:00.000;06:00:00.000;02:00:00.000;06:00:00.000;06:00:00.000;04:00:00.000;06:00:00.000;06:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;02:00:00.000;00:30:00.000;00:30:00.000;04:00:00.000;06:00:00.000;;04:00:00.000;;;;;;;;00:30:00.000;;00:30:00.000;;;00:30:00.000;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;03:00:00.000;02:00:00.000;00:30:00.000;00:30:00.000;02:00:00.000;00:30:00.000;02:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;16:00:00.000;00:30:00.000;00:30:00.000;06:00:00.000;02:00:00.000;04:30:00.000;04:00:00.000;04:00:00.000;04:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;01:00:00.000;02:00:00.000;00:30:00.000;02:00:00.000;00:10:00.000;;02:00:00.000;16:00:00.000;08:00:00.000;08:00:00.000;04:00:00.000;03:00:00.000;03:00:00.000;06:30:00.000;00:30:00.000;00:02:00.000;03:00:00.000;00:30:00.000;02:00:00.000;;12:00:00.000;;;00:01:00.000;;00:04:00.000;00:20:00.000;00:05:00.000;00:05:00.000;00:20:00.000;00:30:00.000;00:30:00.000;02:00:00.000;00:10:00.000;00:11:00.000;00:11:00.000;00:10:00.000;00:30:00.000;00:10:00.000;00:30:00.000;02:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:22:00.000;;;00:20:00.000;00:30:00.000;04:00:00.000;00:30:00.000;04:00:00.000;16:00:00.000;02:00:00.000;02:00:00.000;01:00:00.000;06:00:00.000;16:00:00.000;16:00:00.000;16:00:00.000;64:00:00.000;16:00:00.000;08:00:00.000;64:00:00.000;08:00:00.000;08:00:00.000;08:00:00.000;24:00:00.000;12:00:00.000;02:00:00.000;00:10:00.000;;04:00:00.000;16:00:00.000;08:00:00.000;16:00:00.000;16:00:00.000;00:10:00.000;06:00:00.000;16:00:00.000;08:00:00.000;16:00:00.000;96:00:00.000;;06:00:00.000
FDH-00370-801;ME2;;MF14;Instalação de Paineis Elétricos + Equipamentos;25;2;Planta 4;Planta 4;;29;Montagem de Componentes - P4;;;;;;;;;;;;;;;40:00:00.000;02:00:00.000;08:00:00.000;08:00:00.000;04:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;;;;;00:30:00.000;;;;;;;;;;;;00:10:48.000;00:30:00.000;00:30:00.000;;;;00:22:48.000;00:30:00.000;00:30:00.000;00:30:00.000;00:10:48.000;00:30:00.000;;00:22:48.000;;;00:30:00.000;00:30:00.000;00:30:00.000;;;00:30:00.000;;;;00:10:48.000;;;00:01:00.000;;;01:00:00.000;;;;;00:06:00.000;;;;;;;;;;;00:30:00.000;00:30:00.000;00:01:00.000;00:01:00.000;00:30:00.000;00:30:00.000;02:00:00.000;;00:30:00.000;00:11:00.000;00:30:00.000;00:11:00.000;00:30:00.000;00:30:00.000;;;00:11:00.000;;00:30:00.000;00:30:00.000;04:00:00.000;02:00:00.000;02:00:00.000;;01:30:00.000;01:00:00.000;;00:30:00.000;;;06:00:00.000;06:00:00.000;;;02:00:00.000;02:00:00.000;06:00:00.000;01:00:00.000;;;;;;00:30:00.000;;;;05:00:00.000;;00:30:00.000;16:00:00.000;00:30:00.000;;00:30:00.000;02:00:00.000;02:00:00.000;;03:00:00.000;00:30:00.000;02:00:00.000;04:00:00.000;01:00:00.000;06:00:00.000;04:00:00.000;06:00:00.000;08:00:00.000;08:00:00.000;00:30:00.000;;;00:30:00.000;00:30:00.000;;06:00:00.000;08:00:00.000;;16:00:00.000;;;;;;;;;;;;;;01:00:00.000;;;00:30:00.000;;;;;;;00:30:00.000;01:00:00.000;00:30:00.000;;;02:00:00.000;;04:00:00.000;;00:30:00.000;00:30:00.000;16:00:00.000;02:00:00.000;00:30:00.000;08:00:00.000;01:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;04:00:00.000;;;00:30:00.000;00:30:00.000;04:00:00.000;;;00:30:00.000;;;00:30:00.000;48:00:00.000;48:00:00.000;24:00:00.000;08:00:00.000;12:00:00.000;00:00:00.000;00:30:00.000;;00:06:00.000;03:00:00.000;;00:30:00.000;;36:00:00.000;;;;;00:10:00.000;;;00:02:00.000;;00:30:00.000;00:10:00.000;00:10:00.000;;00:10:00.000;00:10:00.000;;00:10:00.000;;00:30:00.000;00:30:00.000;00:30:00.000;00:20:00.000;00:01:00.000;00:15:00.000;;;00:15:00.000;00:30:00.000;03:00:00.000;00:30:00.000;04:00:00.000;02:00:00.000;02:30:00.000;02:00:00.000;00:10:00.000;16:00:00.000;16:00:00.000;16:00:00.000;08:00:00.000;16:00:00.000;08:00:00.000;08:00:00.000;16:00:00.000;08:00:00.000;08:00:00.000;00:10:00.000;02:00:00.000;16:00:00.000;56:00:00.000;;;00:10:00.000;08:00:00.000;00:10:00.000;00:10:00.000;16:00:00.000;;02:00:00.000;24:00:00.000;24:00:00.000;16:00:00.000;00:10:00.000;;01:00:00.000
FDH-80003-801;ME3;;MF15;Instalação Ar Condionado + Rede Frigorigena;26;2;Planta 4;Planta 4;;30;Cabeamento - P4;DOCUMENTO DE REFERENCIA: IT-ENGMP4-0030 - CRIMPAGEM DE TERMINAIS ;;;;;;;;;;;;;;32:00:00.000;08:00:00.000;04:00:00.000;08:00:00.000;04:00:00.000;;;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;;;;;;;;;;;;;;;;;;;00:30:00.000;;;;;;00:04:48.000;;;;00:30:00.000;;;00:30:00.000;;;;;;;;00:30:00.000;;;;00:30:00.000;;;;;;00:01:00.000;;;;;00:03:00.000;;;;;;;;;;;00:05:00.000;00:11:00.000;;;;;00:30:00.000;;00:30:00.000;00:01:00.000;00:30:00.000;00:30:00.000;;;;;00:30:00.000;;;;05:00:00.000;00:30:00.000;00:30:00.000;;01:30:00.000;04:00:00.000;;05:00:00.000;;;00:30:00.000;00:30:00.000;;;02:00:00.000;02:00:00.000;00:30:00.000;04:00:00.000;;;;;;02:00:00.000;;;;05:00:00.000;;;00:30:00.000;00:30:00.000;;00:30:00.000;00:30:00.000;00:30:00.000;;02:00:00.000;00:30:00.000;03:00:00.000;01:00:00.000;04:00:00.000;03:00:00.000;04:00:00.000;04:00:00.000;04:00:00.000;04:00:00.000;;;;00:30:00.000;;;04:00:00.000;00:30:00.000;;06:00:00.000;;;;;;;;;;;;;;06:00:00.000;;;;;;;;;;00:30:00.000;02:00:00.000;;;;02:00:00.000;;00:10:00.000;;;;32:00:00.000;02:00:00.000;;04:00:00.000;00:30:00.000;00:30:00.000;00:30:00.000;00:30:00.000;04:00:00.000;;;00:30:00.000;;00:30:00.000;;;00:30:00.000;;;02:00:00.000;08:00:00.000;02:00:00.000;03:00:00.000;00:30:00.000;01:00:00.000;00:30:00.000;00:30:00.000;;00:03:00.000;03:00:00.000;;00:30:00.000;;15:00:00.000;;;;;00:11:00.000;;;;;00:20:00.000;;;;;;;;;00:20:00.000;00:30:00.000;00:15:00.000;00:15:00.000;;00:20:00.000;;;00:02:00.000;;00:30:00.000;;00:30:00.000;16:00:00.000;01:00:00.000;05:00:00.000;00:10:00.000;06:00:00.000;08:00:00.000;08:00:00.000;16:00:00.000;32:00:00.000;00:10:00.000;00:10:00.000;16:00:00.000;08:00:00.000;00:10:00.000;00:10:00.000;04:00:00.000;00:10:00.000;00:10:00.000;;;00:10:00.000;08:00:00.000;00:10:00.000;00:10:00.000;16:00:00.000;;00:10:00.000;32:00:00.000;16:00:00.000;128:00:00.000;00:10:00.000;;
